Q001,Q002,Q006,Q025,Q027,NU_NOTA_MT
G,E,O,B,D,726.2
F,G,G,B,A,623.2
F,G,M,B,D,769.7
D,E,D,B,A,497.9
B,B,C,B,A,391.7
E,E,E,B,A,556
B,D,B,B,A,502.6
G,G,O,B,D,525.5
G,G,Q,B,D,697.5
F,F,O,B,D,630.6
E,E,C,B,A,604.9
E,E,D,B,A,459.5
D,E,E,B,A,558
E,E,E,B,A,482.1
C,C,E,B,A,567.9
E,E,C,B,B,502
B,F,G,B,A,530
E,E,C,B,A,433
F,D,C,B,A,489.4
G,F,N,B,D,881.3
C,F,G,B,A,505.8
E,C,C,B,A,516
E,D,P,B,E,523.5
F,E,B,B,A,401.6
E,F,B,B,A,486
E,D,H,B,E,528.4
F,G,G,B,D,546.6
D,B,E,B,A,568.7
E,E,H,B,A,504.2
E,D,L,B,B,441.4
F,G,O,B,E,681.9
B,E,E,B,C,544.4
E,E,I,B,E,686.4
E,E,H,B,A,553.5
E,E,I,B,D,634
E,E,G,B,A,585.4
C,F,B,B,A,616
E,E,B,B,A,501.1
E,F,M,B,A,471.9
B,D,C,B,A,602.5
F,E,G,B,B,465.6
F,F,I,B,E,541
E,E,H,B,D,528.7
D,E,C,B,A,431.5
E,C,B,A,A,659.2
D,F,G,B,E,552
B,E,E,B,A,573.4
B,D,B,B,A,517.3
B,B,H,B,A,443.9
C,E,G,B,D,510.1
F,G,K,B,E,571.6
E,F,H,B,D,605.5
C,C,D,B,A,510.2
D,G,J,B,A,423.5
E,E,C,B,A,370
E,F,J,B,E,783.7
E,E,G,B,A,509.5
E,E,D,B,A,496.7
E,B,C,B,A,586.8
F,F,L,B,D,413.2
G,G,N,B,D,642.5
G,G,J,B,D,636.6
C,A,C,B,A,543.3
C,E,C,B,A,587
D,E,D,A,A,412.7
E,E,B,B,A,576.2
E,E,D,B,A,614.8
E,E,C,B,A,392.2
D,E,C,B,A,470.1
D,A,E,B,A,494.7
D,E,D,B,B,576.7
G,G,P,B,D,807.5
C,D,Q,B,D,672.7
D,E,H,B,D,528
E,E,E,B,A,642.8
D,E,C,B,A,632.4
E,E,F,B,A,533.7
E,E,E,B,E,691.1
E,F,E,B,A,425.8
G,F,I,B,D,793.5
G,E,Q,B,D,782.6
D,E,L,B,A,588.8
E,F,K,B,A,418.2
F,F,H,B,A,613.2
B,D,C,B,A,628.5
D,F,D,B,D,665.2
F,G,G,B,B,559
C,C,D,B,A,548.9
E,E,J,B,D,477.7
D,E,E,B,A,556.7
E,D,G,B,A,617.6
F,E,P,B,D,709.7
E,E,C,B,A,556.2
C,D,B,B,A,493.4
E,E,C,A,A,398.1
E,E,C,B,A,439.1
F,F,Q,B,D,788.9
C,C,B,B,A,548.6
D,E,B,B,A,434.5
G,G,N,B,D,710.7
D,D,E,B,A,588.3
E,E,N,B,D,496.1
B,E,E,B,A,565.5
F,F,Q,B,D,637.2
D,F,H,B,A,428.6
D,D,F,B,A,648.6
E,E,C,B,A,468.6
E,E,D,A,B,524.8
D,E,C,B,A,554
E,F,P,B,E,755.6
F,F,H,B,A,732.2
C,C,E,B,A,537.5
F,E,G,B,A,568.8
E,F,F,B,A,409.1
E,G,P,B,D,750.7
F,E,F,B,D,698.4
E,G,E,B,A,614.1
E,F,H,B,D,749.1
E,E,C,B,A,554.7
F,F,G,B,D,698.9
E,E,C,B,A,463.2
F,G,K,B,A,503
F,E,J,B,C,763.6
F,F,M,B,D,491.2
E,E,C,B,B,410.2
F,D,N,B,D,718.2
D,D,D,B,A,487.1
B,E,C,B,A,507.6
D,E,O,B,A,478.7
E,G,F,B,A,468.2
F,F,O,B,D,839
F,G,J,B,D,682.9
C,C,E,B,A,446.3
F,E,J,B,A,592.5
E,D,C,B,E,735.4
B,D,C,B,A,563.9
F,F,O,B,D,793.7
B,E,D,B,A,520.9
E,E,G,B,D,764.1
E,D,C,B,A,563
G,E,D,B,D,579
G,E,O,B,D,717.7
E,C,D,B,B,599.8
D,B,C,B,A,516.2
D,E,C,B,A,521.6
C,E,C,B,A,449.7
A,D,C,B,A,481.3
D,E,C,B,A,401.3
C,C,C,B,A,425.4
C,E,E,B,A,436.7
D,D,C,B,A,374.2
E,E,B,B,A,441.7
E,E,E,B,A,446.4
E,E,C,B,A,443.3
F,F,L,B,D,585.2
E,F,B,B,C,523.6
C,E,C,B,A,553.9
B,E,B,B,A,416.1
D,E,E,B,A,565.6
E,F,J,B,A,516.8
D,F,C,B,A,595.3
E,E,C,B,A,407.2
B,E,D,B,A,490.3
C,F,G,B,A,390.8
D,E,C,B,A,518.9
F,G,N,B,D,677
C,E,E,B,A,412.4
D,E,B,B,A,561.1
C,D,B,B,A,526.1
E,B,E,B,A,585.9
B,B,C,B,A,505.7
F,F,L,B,D,667.3
E,E,E,B,D,491.6
G,G,Q,B,D,708
D,E,C,B,A,649.7
D,D,B,B,A,523.9
C,D,F,B,A,613.1
E,E,C,B,A,570.2
B,F,B,B,A,560.5
E,E,C,B,A,597.9
E,E,D,B,A,555.1
B,B,C,B,A,507.7
G,G,Q,B,D,459.9
E,E,D,B,B,605
A,B,B,B,A,433.8
E,B,D,B,A,420.3
B,C,J,B,A,390.2
E,E,F,B,A,439.5
E,C,B,B,A,681.9
E,C,B,B,A,496.2
E,E,G,B,A,652.3
E,E,C,B,C,793.6
E,E,E,B,C,695.6
F,F,Q,B,D,894.8
C,E,G,B,A,542.7
C,C,E,B,A,629.2
E,E,C,B,A,425.6
E,F,E,B,D,661.5
D,E,D,B,A,458.9
D,D,H,B,A,728.6
F,G,K,B,D,699.5
C,D,B,B,A,485.5
E,E,F,A,C,683.7
E,E,D,B,A,663.3
G,G,Q,B,D,746.3
F,F,D,B,A,530.6
B,B,D,B,A,423.4
F,F,Q,B,D,833.5
F,G,G,B,A,556.8
D,G,I,B,E,709.4
F,F,M,B,E,701.3
E,F,H,B,B,550.3
C,C,C,B,B,505.4
F,G,G,B,A,545.7
E,E,E,B,A,519.2
D,C,J,B,A,379.8
F,F,P,B,E,654.3
F,F,Q,B,D,654.8
F,F,E,B,D,540.8
G,G,P,B,C,759.6
B,D,D,B,A,562.2
C,F,F,B,A,591.5
B,B,D,B,A,553.8
C,C,C,B,A,582.1
E,E,B,B,A,456.2
E,E,D,B,A,554.2
F,E,C,B,E,664.7
D,E,K,B,A,490.7
D,D,C,B,A,537.5
B,B,G,B,A,449.8
G,F,Q,B,E,630.6
E,E,G,B,B,584.9
G,E,E,B,B,413
G,G,G,B,B,482.7
E,E,F,B,B,529.2
D,E,D,B,A,569.1
C,C,C,B,D,515.3
C,G,G,B,B,566.8
E,E,C,B,A,498.1
C,B,F,B,A,559.2
D,D,D,B,A,445
B,E,C,B,B,662.9
F,E,H,B,D,669.1
D,D,C,B,A,696.6
E,F,G,B,A,552.9
F,F,G,B,A,543.4
C,C,H,B,A,665.2
F,F,H,B,E,508.1
E,E,G,B,B,634.9
C,D,D,B,A,658
F,E,E,B,A,517.9
F,G,I,B,D,698.7
F,F,I,B,D,697.2
E,E,O,B,A,713.5
E,F,L,B,D,646.8
D,E,C,A,A,502.1
D,B,C,B,A,503.6
B,E,G,B,E,693.1
E,E,E,B,A,654.1
D,G,E,B,A,393.7
G,F,N,B,D,565.4
D,F,F,B,D,668.6
E,C,E,B,E,636.1
G,G,P,B,D,614.7
D,F,C,B,B,533.4
E,F,F,B,B,638.2
E,C,F,B,A,604.6
E,G,G,B,D,750.9
F,E,C,A,A,401.3
F,E,M,B,A,724
E,B,B,B,A,636.8
F,F,O,B,D,712.7
C,E,F,B,A,765.6
G,F,L,B,A,772.4
B,E,C,B,A,410.1
E,E,B,B,A,531.2
D,E,B,B,A,490.2
F,F,F,B,A,660.3
B,F,K,B,A,591.1
G,G,O,B,D,817
E,E,C,B,A,565.4
D,D,H,B,C,674.8
G,F,Q,B,D,948.6
D,C,H,B,B,646.4
E,C,C,B,A,449.3
F,F,F,B,A,500.8
B,C,E,B,A,505.2
D,D,D,B,C,499.5
E,E,F,B,E,399.9
E,E,I,B,A,655.4
D,D,B,A,A,581.1
C,E,C,B,E,774.8
G,F,Q,B,D,753.1
E,B,C,B,A,561.3
E,E,B,B,A,556.7
F,G,N,B,D,567.5
E,E,L,B,B,614.6
E,D,E,B,A,678.7
G,G,Q,B,D,756.6
E,D,C,B,A,648.5
E,E,D,B,A,387.2
E,D,C,B,A,599
G,G,P,B,E,857.2
E,E,C,B,A,523.4
D,D,F,B,A,654.1
F,F,I,B,D,539.1
B,G,C,B,A,475
B,C,D,B,A,374
E,D,G,B,A,593.2
D,D,D,B,A,402.3
G,G,I,B,D,748.4
E,G,H,B,D,479
C,D,B,B,A,583.5
F,F,O,B,D,648
C,E,D,B,A,496
F,F,M,B,D,858.5
F,E,G,B,E,620.5
E,E,B,B,A,618
E,F,E,B,A,556.4
E,E,H,B,B,612.4
B,E,C,B,A,544.9
E,E,D,B,A,618.6
E,G,G,B,A,557.9
E,F,E,B,A,498.6
C,D,G,B,A,381
D,E,C,B,A,469.2
E,E,D,B,A,521
F,E,P,B,D,731.5
F,F,O,B,D,687.6
E,E,C,B,A,651
D,C,C,A,A,544.7
C,C,D,B,A,634.6
E,E,B,B,A,527.1
F,E,E,B,B,701.1
E,G,M,B,B,457.6
D,E,L,B,D,669
D,E,G,B,E,487.4
B,B,C,A,A,487.9
D,F,E,A,A,538.8
G,G,Q,B,D,483
E,E,B,B,A,514.1
E,E,C,B,A,521.7
E,E,B,B,A,577.4
F,G,N,B,B,448
G,G,J,B,B,659.9
E,G,E,B,B,622.1
D,B,C,B,A,431.9
F,F,O,B,D,966.7
E,F,Q,B,D,743.7
B,C,J,B,A,426.7
E,E,I,B,B,743.8
E,E,C,B,A,454
F,F,I,B,D,717.9
F,F,P,B,D,705.5
C,B,C,B,A,391
C,E,E,B,A,470.4
D,D,E,B,A,521.2
G,F,L,B,D,652.4
E,D,E,B,A,724.8
B,D,C,B,A,566
E,F,E,B,A,580.8
E,D,G,B,A,480.9
E,E,C,B,A,545.2
B,C,E,B,A,485.3
A,E,C,A,A,614.9
C,D,G,B,B,441.6
C,D,F,B,B,400.6
E,E,C,B,A,663.1
D,E,C,B,A,442.4
B,C,C,B,A,559.6
E,D,G,B,A,423.4
E,E,E,B,A,476.8
C,F,E,B,A,568.5
G,G,P,B,D,706.1
F,E,C,B,A,738.9
C,E,C,B,A,479
B,D,B,B,A,585.2
E,F,M,B,D,730.7
C,D,D,B,B,512.3
C,F,H,B,E,438.6
C,E,C,B,A,499.1
A,E,D,A,A,493.7
F,E,C,B,A,528
E,F,J,B,B,627.2
F,E,F,B,A,777.8
F,E,H,B,A,520.7
E,E,D,B,A,588.7
E,E,C,A,C,566.6
E,E,Q,B,D,809.3
E,B,F,B,B,799.7
E,E,C,A,B,514.8
E,D,G,B,A,537.6
E,E,C,B,A,389.1
F,F,Q,B,D,807.5
G,G,J,B,D,446.8
E,C,D,B,A,606.5
D,C,G,B,A,437.5
E,G,F,B,D,442.1
F,E,J,B,D,700.5
C,F,E,B,E,689.8
E,B,B,B,A,501.8
D,E,J,B,A,579.6
E,E,C,B,B,510
C,B,B,A,A,477.1
E,E,C,B,B,622.9
C,C,G,B,A,652.7
E,E,D,B,A,542.5
E,E,F,B,A,563.3
B,C,B,B,A,581.2
B,F,G,B,A,532.8
F,F,H,B,C,678.2
D,B,C,B,A,533.4
E,D,F,B,B,393.9
D,D,E,B,A,556.3
F,G,F,B,D,631.6
D,C,C,B,A,435.5
E,E,G,B,B,500.2
D,E,F,B,A,731.2
G,E,E,B,D,738.5
E,B,E,B,A,707
A,C,C,A,A,518.2
B,C,B,A,A,521.2
D,F,M,B,D,561.3
E,E,B,B,A,650
E,D,O,B,D,495.6
E,E,C,A,A,435.3
D,E,D,B,A,525.4
E,D,C,B,A,501
E,G,C,B,B,570.5
B,E,J,B,D,778.7
D,D,C,B,A,422.6
F,F,G,B,D,719.4
E,F,G,B,C,557.7
E,E,D,B,B,670.7
F,F,M,B,D,744
E,E,E,B,E,693.1
G,F,C,B,D,676.3
F,E,P,B,D,886.1
E,E,D,B,A,524.6
C,F,D,B,A,538.6
C,E,G,B,A,708.6
E,C,C,B,A,425.1
C,C,D,B,B,624.6
B,D,D,B,C,560
B,B,B,A,E,634.8
F,G,N,B,E,728.7
F,F,J,B,D,446.2
D,D,C,B,A,537.4
E,F,F,B,A,547.7
F,F,K,B,E,640.1
E,F,C,B,A,475.2
F,F,I,B,D,758.8
F,E,G,B,A,615.8
E,E,E,B,A,470.9
E,C,E,B,A,549.5
E,E,C,B,A,408.9
E,E,C,A,E,641.8
G,F,P,B,D,714
F,G,M,B,B,702
F,F,P,B,D,786.7
E,E,H,B,B,429.8
G,F,N,B,D,762.3
E,D,D,A,A,543.7
E,E,D,A,A,512.1
C,C,B,B,A,568.5
E,F,E,B,A,535.2
G,G,Q,B,D,721.2
G,G,Q,B,D,854.4
D,E,D,B,A,561.9
D,E,C,B,A,403.3
C,E,G,B,A,640.6
E,E,C,B,A,475.5
G,E,L,B,A,554.5
F,F,G,B,D,742.3
C,C,B,B,A,414.9
F,F,P,B,D,519.6
D,D,C,B,A,427.4
G,E,J,B,D,550.1
D,E,C,B,A,452.9
C,E,B,A,A,455.1
D,F,B,B,A,475.9
F,F,J,B,D,517.4
E,D,C,B,A,472.6
G,E,O,B,D,412.3
E,F,E,B,A,615.1
E,E,E,B,A,698.9
D,E,C,B,A,455.4
G,F,Q,B,D,837
C,E,D,B,A,615.3
E,E,B,B,A,576.1
E,C,E,B,B,506.2
E,C,C,B,A,569
C,E,E,B,A,636
C,C,B,B,A,488.4
E,G,G,B,C,576.5
B,G,D,B,A,537.4
B,C,E,B,A,684.4
C,E,C,B,B,534.9
E,E,B,A,A,523.7
E,D,I,B,A,497.2
B,E,C,B,A,547.2
E,F,H,B,E,663.1
C,E,G,B,A,470.8
G,F,K,B,D,513.6
E,E,B,B,A,666
E,E,H,B,A,500.1
G,E,P,B,D,777.9
G,G,Q,B,D,687.7
F,E,D,B,C,746.8
F,E,E,B,A,562
C,C,D,B,A,502.3
G,G,Q,B,D,776.3
G,G,Q,B,D,661.2
E,E,C,B,A,564.3
G,G,Q,B,D,736
C,F,E,B,E,626.1
E,G,I,B,A,700.2
E,E,G,B,D,634
B,E,C,B,A,494.4
E,E,G,A,B,499.7
G,E,H,B,D,631
E,F,D,B,A,575.2
D,C,B,B,A,468.3
F,F,K,B,D,715.2
G,G,O,B,D,724.9
E,D,B,B,A,406.3
E,G,G,B,A,463.9
F,F,H,B,A,469.8
E,C,E,B,A,458.6
F,D,E,B,C,513.6
E,E,E,B,A,770.1
F,F,H,B,D,598
D,G,G,B,B,475.4
E,F,J,B,E,697.9
C,E,G,B,A,417.8
E,F,G,B,B,622.6
E,E,D,B,A,547.9
F,F,L,B,A,611.1
E,E,F,B,E,783.8
B,B,B,A,A,433.5
F,F,H,B,B,678.3
D,E,E,B,D,693
F,G,Q,B,D,785.8
E,E,D,B,A,480
D,D,D,B,A,725.4
D,F,D,B,D,433.8
F,E,L,B,D,791.7
E,E,F,B,A,612.6
E,F,D,B,D,556.3
E,E,E,B,B,515.1
E,E,E,B,A,644.5
C,D,D,B,A,495.2
G,F,Q,B,D,807.5
E,G,F,B,D,406.9
E,C,D,B,C,819.8
E,D,I,B,D,709.2
E,E,F,B,A,458.2
C,D,F,B,A,604.6
B,E,C,A,A,446.3
G,F,J,B,D,546.3
E,E,E,B,A,526.2
C,E,H,B,D,381.1
D,A,D,B,A,653
G,G,I,B,A,640
F,G,K,B,A,459.5
E,E,E,B,A,742.3
E,D,C,A,A,382.2
G,E,P,B,D,775.5
E,B,D,B,A,537.6
D,C,E,B,A,495.2
E,E,C,B,A,491.4
F,F,O,B,D,717.5
F,F,N,B,D,612.5
E,E,G,B,A,504.8
C,E,C,B,A,604.5
D,D,B,B,D,488.7
D,G,C,B,D,592.6
F,F,J,B,D,694.2
E,E,C,B,A,423.9
D,F,E,B,A,492.5
F,F,M,B,B,722.6
A,E,C,B,B,451
E,F,F,B,A,620
G,F,Q,B,D,643.3
G,E,E,B,A,500.2
B,E,C,B,A,435.3
E,C,D,B,A,484.4
E,F,E,B,D,697.4
D,F,G,B,B,549.2
E,G,I,B,B,594.1
F,E,G,B,D,664.1
G,F,J,B,D,748.5
E,E,G,B,A,516.1
E,E,F,B,A,442.5
F,E,J,B,D,712.7
E,F,H,B,B,693.8
E,F,J,B,D,513.4
C,D,C,B,A,499.8
D,E,C,B,A,450.9
F,F,M,B,D,783.6
F,F,I,B,A,427.3
E,E,E,B,A,414.1
E,F,D,B,A,500
E,E,B,B,A,466.2
F,E,E,B,D,425.5
F,E,N,B,D,788.6
F,F,Q,B,D,454.6
C,C,I,B,B,593.7
C,C,E,B,A,530.9
E,D,D,B,A,579.7
G,F,Q,B,D,785.6
E,E,C,B,A,473.9
E,E,E,B,A,623.7
C,F,G,B,A,453.8
E,E,C,B,A,531
D,C,I,B,D,506.9
E,F,P,B,D,737.8
C,E,F,B,A,610.6
G,G,O,B,D,520.4
B,E,C,B,A,533.2
E,E,G,B,A,621.8
C,D,C,B,A,654.7
F,F,F,B,D,605.1
E,G,H,B,A,580.4
E,G,I,B,D,533.5
E,D,E,B,A,534.5
E,E,F,B,A,694.3
G,G,Q,B,E,756.8
E,E,B,A,A,449.3
B,B,C,B,A,550.7
C,E,C,B,A,678.6
F,G,M,B,D,896.2
B,D,C,B,A,405.4
B,C,G,B,A,486.4
C,F,H,B,A,447.6
D,D,H,B,D,526.3
B,B,C,B,A,442.2
B,B,D,B,A,543.8
B,D,C,B,A,783.7
F,F,Q,B,D,777
F,C,L,B,D,725
F,E,G,B,B,748.3
E,C,D,B,A,572.9
G,F,Q,B,D,741.6
B,E,C,B,A,494.3
F,F,Q,B,D,701.9
F,F,K,B,E,685.3
A,A,D,A,A,477.6
B,B,B,A,A,596.6
E,F,L,B,D,655.6
F,E,E,B,B,668
F,F,E,B,D,658
E,G,H,B,A,433
E,D,D,B,A,488.9
D,D,D,B,A,490.2
E,E,G,B,A,689.9
E,F,C,B,D,739.6
E,E,C,B,A,696.3
G,G,L,B,A,738.8
C,C,C,B,A,489.2
B,E,B,A,A,396.6
E,E,C,B,B,518.6
C,B,C,B,A,433.9
E,E,F,B,A,515.8
E,F,C,B,C,454.1
B,B,C,B,A,507.5
F,G,L,B,A,446.5
C,F,D,B,D,431.3
F,E,H,B,D,565.3
E,E,I,B,D,694.1
E,F,O,B,D,511.2
G,G,M,B,D,678.9
F,F,J,B,D,670.8
E,F,Q,B,D,748.8
D,E,E,B,A,517.5
E,D,C,B,A,394.5
E,F,G,B,D,578.3
G,F,O,B,D,731.2
F,F,C,B,A,563.1
E,C,B,A,A,474.4
D,B,E,B,A,492.2
F,E,I,B,A,441.6
C,E,E,B,E,708.9
F,E,J,B,D,859.9
G,F,Q,B,D,875.5
G,F,Q,B,D,446.2
D,E,D,B,A,429.7
G,E,C,B,D,784.1
E,F,C,B,A,524.3
D,F,D,B,A,407.7
D,E,B,A,A,536
C,D,E,A,A,532.1
E,F,C,A,A,592.4
E,F,M,B,D,579.6
F,F,Q,B,A,774.7
G,G,Q,B,D,664.3
F,G,M,B,D,689.3
D,E,D,B,A,635.5
E,E,C,B,A,385.8
B,C,D,B,B,692.2
C,F,K,B,A,497.8
C,E,C,B,A,617.3
D,E,D,B,A,597.1
E,B,E,B,A,613.2
B,E,D,B,A,416.5
D,C,C,B,A,477.8
E,E,C,B,A,521.4
F,F,N,B,D,755.9
G,G,J,B,A,483.1
G,F,J,B,B,421.5
E,B,C,B,A,567.6
F,F,N,B,D,693
B,B,E,B,A,457.1
G,E,O,B,D,909.4
F,E,I,B,D,429.6
E,E,B,A,A,413.5
F,E,H,B,A,607.9
F,D,J,B,D,704.2
C,D,E,A,A,428.7
E,E,C,A,A,501.9
F,F,J,B,D,702.1
F,E,L,B,B,664.8
D,F,I,B,D,631.1
F,F,I,B,D,509.7
D,E,B,B,A,438.4
F,F,O,B,D,593
C,F,E,B,A,570.8
E,E,E,B,C,555.3
B,C,C,B,A,435.5
C,E,G,B,A,427.3
B,B,C,B,A,493.9
F,E,H,B,D,740.7
D,C,F,B,A,652.8
G,E,L,B,A,683.2
G,F,Q,B,D,710.8
E,E,E,B,D,650.4
B,F,E,B,A,621
G,F,D,B,D,713.7
G,E,O,B,D,770.7
E,D,E,B,A,443.1
E,E,O,B,D,496.1
B,E,C,A,A,479.4
F,G,J,B,B,659.3
F,G,Q,B,D,665.4
E,E,F,B,D,631
E,F,H,B,A,532.3
F,F,J,B,D,647.2
C,E,C,B,B,406.6
G,G,N,B,D,779
B,G,E,B,A,464.7
E,E,F,B,B,602.4
C,C,D,B,A,653.1
B,C,D,B,A,583.2
D,F,C,B,A,459.8
C,E,C,B,A,434.7
F,F,L,B,D,620.9
F,F,E,B,D,724.8
C,F,B,B,A,470.6
E,D,E,B,A,484.4
D,D,B,B,A,505.7
F,F,N,B,A,711.6
F,E,C,B,A,404.8
D,E,E,B,A,581.4
D,F,F,B,B,702
E,C,E,B,A,502.6
E,B,G,B,A,479.5
E,F,J,B,D,664.4
F,F,O,B,D,465.4
G,F,F,B,D,795.4
G,G,M,B,D,546.5
E,F,H,B,C,670.6
E,F,I,B,A,420.7
D,E,G,B,A,623
E,E,G,B,A,490.5
G,G,H,B,D,555.5
F,F,H,B,B,408.1
F,G,E,B,D,524
G,F,N,B,D,735.9
C,B,C,A,A,655.2
E,E,I,B,D,649.8
F,G,P,B,D,444.6
F,F,G,A,D,514.9
E,E,C,B,A,620.5
E,E,E,B,A,621.6
C,D,E,B,A,561.2
D,G,H,B,B,721.1
F,F,J,B,D,533.7
F,E,P,B,D,808.1
E,E,D,B,D,729.8
C,E,C,B,A,437.3
D,F,C,B,D,406
C,E,D,B,A,452.6
F,E,E,B,E,646.5
D,E,C,B,A,481.2
C,C,D,B,A,478.8
C,E,G,B,C,466.5
G,G,I,B,D,627.8
E,D,F,B,A,569.8
F,F,L,B,D,720.7
F,F,O,B,B,498.2
B,B,E,B,A,587.8
E,E,E,B,A,474.6
E,E,F,B,D,637.1
G,E,G,B,A,595
E,F,G,B,A,656.8
C,D,G,B,E,647.6
E,F,C,B,A,584.6
E,B,P,B,D,421.3
E,E,E,B,A,445.9
C,E,B,A,A,498.1
F,F,Q,B,D,455.6
E,D,D,B,C,541.2
C,D,E,B,A,589.3
E,D,E,B,E,724.9
E,E,C,B,A,419.6
E,E,C,B,A,467
F,E,I,B,A,562.5
C,E,C,B,A,603.9
D,E,H,B,A,522.6
E,E,F,B,D,617.9
C,E,C,B,A,420.2
F,F,M,B,D,755.2
F,E,G,B,A,576.2
B,D,D,B,B,542.4
E,E,E,B,C,549.9
G,G,P,B,D,549.3
F,F,H,B,A,518.9
F,F,K,B,D,752.7
D,C,F,A,A,693.4
C,D,C,B,A,493.2
E,E,F,B,B,564.8
F,F,Q,B,D,797.2
D,F,I,B,A,479.6
G,G,H,B,D,803.8
G,F,J,B,E,653.8
B,F,G,B,E,540.9
D,F,Q,B,D,709.5
E,D,C,B,A,688.3
D,F,H,B,D,654.5
E,E,C,B,A,503.8
B,B,C,B,A,530.5
E,D,C,B,A,497.4
D,D,F,B,A,586.9
D,D,D,B,A,433.8
G,G,Q,B,D,777.5
C,B,C,B,A,493.2
E,F,Q,B,D,655
A,D,B,A,A,566.4
C,E,C,B,A,435.1
E,F,G,B,D,517.4
E,E,H,B,D,663.6
C,E,B,B,B,431.7
E,D,G,B,C,446.5
E,F,J,B,A,716.9
G,G,H,B,D,682.6
G,E,I,B,A,691.3
C,D,E,B,A,645.8
E,E,G,B,D,733.9
E,E,C,B,A,490.9
E,C,B,B,A,565.5
B,A,F,B,A,571.4
F,G,Q,B,A,764.8
E,E,E,B,A,592.5
E,F,G,B,A,629.1
B,B,B,B,A,431.1
G,F,I,B,B,614.1
E,E,F,B,A,474.1
B,D,C,A,A,433.2
G,G,N,B,D,608
G,F,O,B,D,731.2
E,E,J,B,D,564.1
E,E,I,B,D,497.9
E,F,E,B,D,623.8
B,D,C,B,A,581.2
E,F,E,B,D,442.9
D,D,N,B,D,654.3
F,F,G,B,D,698.6
F,F,G,B,D,618.6
E,E,C,B,A,654.7
D,E,C,A,A,586.1
F,G,N,B,D,693.7
E,E,E,B,B,668.2
F,F,O,B,D,651.9
F,F,I,B,D,681.9
E,E,H,B,D,552.2
E,E,H,B,B,549.9
F,D,D,B,B,571.9
G,F,O,B,A,556
E,D,E,B,D,608.8
F,F,G,B,D,789.8
E,F,P,B,D,724.7
F,E,C,B,E,747.7
F,G,M,B,D,782.3
B,E,C,B,A,457.7
G,E,H,B,D,649.7
F,F,N,B,D,574.5
E,E,D,B,A,436
B,C,C,B,A,444.4
F,E,P,B,D,716.2
G,G,E,B,A,460.5
C,A,D,B,A,453
G,F,Q,B,D,732.7
F,G,L,B,D,754.1
D,G,K,B,B,653.4
E,F,C,B,D,617.4
F,E,C,B,A,491.5
E,F,E,B,A,413.6
F,F,Q,B,D,684.1
C,E,D,B,A,438.3
G,B,C,B,A,424.7
D,E,C,B,A,540.2
E,G,M,B,D,856.6
F,D,Q,B,A,727.5
D,D,G,B,A,557.4
D,C,B,A,A,431.7
B,E,F,B,D,542.3
E,E,F,B,A,588.5
E,E,B,B,A,400.3
F,E,J,B,D,697.5
E,B,E,B,A,527
F,E,I,B,D,517.9
C,D,C,B,A,659
D,E,D,B,B,664.1
G,G,Q,B,D,821.4
F,F,K,B,B,708.3
E,E,G,B,D,729.2
G,G,Q,B,D,696.3
F,F,K,B,D,864
B,E,D,B,A,671.2
E,F,J,B,A,610.3
B,G,J,B,B,683.9
F,E,J,B,A,704.1
F,E,I,B,D,472.6
E,E,E,A,A,729.8
F,G,O,B,D,580.1
E,G,I,B,A,559.4
E,D,G,B,A,675.4
F,D,C,A,A,550.2
E,C,F,B,D,446.2
G,E,L,B,D,630.7
C,D,C,B,C,631.8
B,D,C,B,A,555.1
D,D,F,B,D,690.4
F,F,K,B,E,798.5
D,D,C,B,A,425.3
F,E,Q,B,B,762.4
E,E,B,B,C,518.3
E,F,K,B,D,724.8
F,F,P,B,D,800.4
F,F,C,B,A,540.8
E,F,I,B,D,529.7
E,E,G,B,A,535.7
F,E,I,B,A,567.8
A,B,C,B,A,484.2
D,D,C,A,A,623.4
B,B,B,B,A,434.5
D,E,D,B,A,551
E,E,C,B,A,618.8
E,E,G,B,A,509.1
B,E,H,B,B,667.8
F,E,D,B,A,700.9
G,G,Q,B,D,743.7
F,F,G,B,A,581.2
F,G,Q,B,D,776
F,F,Q,B,D,716.4
B,D,G,B,A,475.8
E,G,Q,B,D,592
E,E,E,B,A,505.5
E,C,C,B,A,511.1
E,E,J,B,A,486
C,C,G,B,A,432.5
F,F,Q,B,D,759.6
C,G,I,B,D,712.4
E,F,P,B,D,726.1
B,E,B,B,A,590.4
E,E,B,B,A,554.9
E,E,D,B,A,565
E,F,E,B,D,509.5
G,G,O,B,E,790.9
F,E,C,B,A,449.2
F,D,B,A,A,430
E,E,E,B,B,602.1
G,F,K,B,D,680.9
E,E,F,B,A,502.1
E,F,E,B,D,620.5
E,E,I,B,B,596.6
D,F,O,B,D,611.6
E,E,D,B,A,592.5
B,B,C,B,A,579.3
G,G,P,B,E,610.6
F,E,O,B,A,500
E,E,C,B,A,721.3
G,G,J,B,A,507.5
E,G,O,B,E,631.8
C,B,C,B,B,509.1
B,B,F,A,A,530.3
C,C,B,B,A,558.3
D,B,D,B,A,531.1
G,F,P,B,D,777.7
D,E,C,B,A,508.3
B,D,G,B,A,692.9
E,F,N,B,D,661.9
C,E,F,B,A,655.9
E,C,H,B,A,597.9
E,F,Q,B,D,740
E,E,G,B,B,557.4
E,F,G,B,A,432.7
D,F,K,B,D,703.9
